,PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1099,RESSECÇÃO DE TUMOR TRAQUEAL,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1100,RESSECÇÃO DE TUMOR TRAQUEAL POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1101,TRAQUEOPLASTIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1102,TRAQUEORRAFIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1103,TRAQUEORRAFIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1104,TRAQUEOSTOMIA,,,,AMB,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1105,TRAQUEOSTOMIA COM COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL OU TRAQUEOBRÔNQUICA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1106,TRAQUEOSTOMIA MEDIASTINAL,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1107,TRAQUEOTOMIA OU FECHAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1108,TRATAMENTO CIRÚRGICO DE FÍSTULA TRAQUEOESOFÁGICA ADQUIRIDA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1109,TROCA DE PRÓTESE TRÁQUEO-ESOFÁGICA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1110,BRONCOPLASTIA E/OU ARTERIOPLASTIA,,,,,HCO,HSO,REF,,,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1111,BRONCOPLASTIA E/OU ARTERIOPLASTIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1112,BRONCOTOMIA E/OU BRONCORRAFIA,,,,,HCO,HSO,REF,,,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1113,BRONCOTOMIA E/OU BRONCORRAFIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1114,COLOCAÇÃO DE MOLDE BRÔNQUICO POR TORACOTOMIA,,,,,HCO,HSO,REF,,,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1115,BULECTOMIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1116,BULECTOMIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1117,CIRURGIA REDUTORA DO VOLUME PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1118,CISTO PULMONAR CONGÊNITO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1119,CORREÇÃO DE FÍSTULA BRONCO-PLEURAL,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1120,DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1121,DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1122,EMBOLECTOMIA PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1123,LOBECTOMIA POR MALFORMAÇÃO PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1124,LOBECTOMIA PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1125,LOBECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1126,METASTASECTOMIA PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1127,METASTASECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1128,NODULECTOMIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1129,PNEUMONECTOMIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1130,PNEUMONECTOMIA DE TOTALIZAÇÃO,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1131,PNEUMORRAFIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1132,PNEUMOSTOMIA (CAVERNOSTOMIA) COM COSTECTOMIA E ESTOMA CUTÂNEO-CAVITÁRIO,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1133,POSICIONAMENTO DE AGULHAS RADIATIVAS POR TORACOTOMIA (BRAQUITERAPIA),,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1134,SEGMENTECTOMIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1135,SEGMENTECTOMIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1136,BIÓPSIA PERCUTÂNEA DE PLEURA POR AGULHA,,,,AMB,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1137,DESCORTICAÇÃO PULMONAR,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1138,DESCORTICAÇÃO PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1139,PLEURECTOMIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1140,PLEURECTOMIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1141,PLEURODESE,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1142,PLEURODESE POR VÍDEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1143,PLEUROSCOPIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1144,PLEUROSCOPIA POR VÍDEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1145,PLEUROSTOMIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1146,PUNÇÃO PLEURAL,,,,AMB,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1147,REPLEÇÃO DE CAVIDADE PLEURAL COM SOLUÇÃO DE ANTIBIÓTICO PARA TRATAMENTO DE EMPIEMA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1148,RESSECÇÃO DE TUMOR DA PLEURA LOCALIZADO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1149,RESSECÇÃO DE TUMOR DA PLEURA LOCALIZADO POR VÍDEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1150,RETIRADA DE DRENO TUBULAR TORÁCICO,,,,AMB,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1151,TENDA PLEURAL,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1152,TENDA PLEURAL POR VÍDEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1153,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1154,TRATAMENTO OPERATÓRIO DA HEMORRAGIA INTRAPLEURAL,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1155,TRATAMENTO OPERATÓRIO DA HEMORRAGIA INTRAPLEURAL POR VÍDEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1156,BIÓPSIA DE LINFONODOS PRÉ-ESCALÊNICOS OU DO CONFLUENTE VENOSO,,,,AMB,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1157,BIÓPSIA DE TUMOR DO MEDIASTINO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1158,BIÓPSIA DE TUMOR DO MEDIASTINO POR VÍDEO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1159,CISTO OU DUPLICAÇÃO BRÔNQUICA OU ESÔFAGICA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1160,CISTO OU DUPLICAÇÃO BRÔNQUICA OU ESÔFAGICA - TRATAMENTO CIRÚRGICO POR VÍDEO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1161,LIGADURA DE ARTÉRIAS BRÔNQUICAS POR TORACOTOMIA PARA CONTROLE DE HEMOPTISE,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1162,LIGADURA DO DUCTO-TORÁCICO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1163,LINFADENECTOMIA MEDIASTINAL POR VÍDEO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1164,LINFADENECTOMIA MEDIASTINAL,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1165,MEDIASTINOSCOPIA,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1166,MEDIASTINOSCOPIA POR VÍDEO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1167,MEDIASTINOTOMIA,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1168,MEDIASTINOTOMIA POR VÍDEO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1169,PERICARDIOTOMIA COM ABERTURA PLEURO-PERICÁRDICA,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1170,PERICARDIOTOMIA COM ABERTURA PLEURO-PERICÁRDICA POR VÍDEO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1171,RESSECÇÃO DE BÓCIO INTRATORÁCICO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1172,RESSECÇÃO DE TUMOR DE MEDIASTINO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1173,RESSECÇÃO DE TUMOR DE MEDIASTINO POR VÍDEO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1174,RETIRADA DE CORPO ESTRANHO DO MEDIASTINO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1175,TIMECTOMIA,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1176,TIMECTOMIA POR VÍDEO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1177,TRATAMENTO DA MEDIASTINITE,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1178,VAGOTOMIA TRONCULAR TERAPÊUTICA POR TORACOTOMIA,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1179,ABSCESSO SUBFRÊNICO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,DIAFRAGMA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1180,EVENTRAÇÃO DIAFRAGMÁTICA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,DIAFRAGMA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1181,HÉRNIA DIAFRAGMÁTICA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,DIAFRAGMA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1182,"AMPLIAÇÃO DE ANEL VALVAR, GRANDES VASOS, ÁTRIO, VENTRÍCULO",,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1183,CANAL ARTERIAL PERSISTENTE - CORREÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1184,COARCTAÇÃO DA AORTA - CORREÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1185,CONFECÇÃO DE BANDAGEM DA ARTÉRIA PULMONAR,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1186,CORREÇÃO CIRÚRGICA DA COMUNICAÇÃO INTERATRIAL,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1187,CORREÇÃO CIRÚRGICA DA COMUNICAÇÃO INTERVENTRICULAR,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1188,CORREÇÃO DE CARDIOPATIA CONGÊNITA COM CIRURGIA VALVAR,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1189,CORREÇÃO DE CARDIOPATIA CONGÊNITA COM REVASCULARIZAÇÃO DO MIOCÁRDIO,,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1190,"REDIRECIONAMENTO DO FLUXO SANGUÍNEO (COM ANASTOMOSE DIRETA, RETALHO, TUBO)",,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1191,"RESSECÇÃO (INFUNDÍBULO, SEPTO, MEMBRANAS, BANDAS)",,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1192,"TRANSPOSIÇÕES (VASOS, CÂMARAS)",,,,,HCO,HSO,REF,,,DEFEITOS CARDÍACOS CONGÊNITOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1193,AMPLIAÇÃO DO ANEL VALVAR,,,,,HCO,HSO,REF,,,VALVOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1194,CIRURGIA MULTIVALVAR,,,,,HCO,HSO,REF,,,VALVOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1195,COMISSUROTOMIA VALVAR,,,,,HCO,HSO,REF,,,VALVOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1196,PLASTIA VALVAR,,,,,HCO,HSO,REF,,,VALVOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1197,TROCA VALVAR,,,,,HCO,HSO,REF,,,VALVOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1198,ANEURISMECTOMIA DE VE,,,,,HCO,HSO,REF,,,CORONARIOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1199,REVASCULARIZAÇÃO DO MIOCÁRDIO,,,,,HCO,HSO,REF,,,CORONARIOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1200,REVASCULARIZAÇÃO DO MIOCÁRDIO COM CIRURGIA VALVAR,,,,,HCO,HSO,REF,,,CORONARIOPATIAS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1201,"CÁRDIO-ESTIMULAÇÃO TRANSESOFÁGICA (CETE), TERAPÊUTICA OU DIAGNÓSTICA",,,,AMB,HCO,HSO,REF,PAC,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1202,"IMPLANTE DE CARDIODESFIBRILADOR IMPLANTÁVEL - CDI (INCLUI ELETRODOS E GERADOR) - COM DIRETRIZDE UTILIZAÇÃO",,,,,HCO,HSO,REF,PAC,35.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1203,"IMPLANTE DE CARDIODESFIBRILADOR MULTISSÍTIO – TRC-D (GERADOR E ELETRODOS) - COM DIRETRIZ DEUTILIZAÇÃO",,,,,HCO,HSO,REF,PAC,36.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1204,"IMPLANTE DE MARCA-PASSO BICAMERAL (GERADOR + ELETRODOS ATRIAL E VENTRICULAR) - COM DIRETRIZDE UTILIZAÇÃO",,,,,HCO,HSO,REF,,40.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1205,"IMPLANTE DE MARCA-PASSO MONOCAMERAL (GERADOR + ELETRODOS ATRIAL OU VENTRICULAR) - COMDIRETRIZ DE UTILIZAÇÃO",,,,,HCO,HSO,REF,,41.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1206,IMPLANTE DE MARCAPASSO MULTISSÍTIO (INCLUI ELETRODOS E GERADOR) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,,42.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1207,IMPLANTE DE MONITOR DE EVENTOS (LOOPER IMPLANTÁVEL) - COM DIRETRIZ DE UTILIZAÇÃO,,,,AMB,HCO,HSO,REF,PAC,43.0,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1208,INSTALAÇÃO DE MARCA-PASSO EPIMIOCÁRDIO TEMPORÁRIO (INCUI ELETRODOS E GERADOR),,,,,HCO,HSO,REF,,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1209,INSTALAÇÃO DE MARCA-PASSO TEMPORÁRIO (INCUI ELETRODOS E GERADOR),,,,,HCO,HSO,REF,,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1210,RECOLOCAÇÃO DE ELETRODOS E/OU GERADOR COM OU SEM TROCA DE UNIDADES,,,,,HCO,HSO,REF,,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1211,"REMOÇÃO DE CABO-ELETRODO DE MARCA-PASSO E/OU CÁRDIO-DESFIBRILADOR IMPLANTÁVEL COMAUXÍLIO DE DILATADOR MECÂNICO, LASER OU RADIOFREQUÊNCIA",,,,,HCO,HSO,REF,,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1212,RETIRADA DO SISTEMA OU TROCA DE GERADOR,,,,,HCO,HSO,REF,,,MARCA-PASSO,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
